gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G5100010,2012-2016,Virginia,Accomack County,33060,45.4,0.605898367,0.288777979,0.00369026,0.001875378,0,0.001028433,0.010707804,0.088021779,0.013611615,0.183354298,38503,15755,0.00409776
G5100030,2012-2016,Virginia,Albemarle County,104287,38.9,0.774247989,0.093194741,0.001668473,0.045384372,0.000326023,0.002876677,0.026379127,0.055922598,0.074966199,0.515337161,70342,56134,0.01460003
G5100050,2012-2016,Virginia,Alleghany County,15919,48,0.919404485,0.052076135,0.000125636,0.001444814,0.000376908,0.000816634,0.011432879,0.014322508,0.014071236,0.162883959,45538,7306,0.00190024
G5100070,2012-2016,Virginia,Amelia County,12793,44.3,0.722035488,0.235284921,0.005080904,0.001250684,0,0.002579536,0.021886969,0.011881498,0.025717189,0.140744061,58269,7035,0.00182975
G5100090,2012-2016,Virginia,Amherst County,31999,43.9,0.756117379,0.178443076,0.002968843,0.005781431,0.000437514,0.001062533,0.033344792,0.021844433,0.04062627,0.188797511,47002,15164,0.00394404
G5100110,2012-2016,Virginia,Appomattox County,15314,42.8,0.766357581,0.205628836,0.000457098,0.000783597,0,0,0.014627139,0.012145749,0.015410735,0.19550189,52134,7954,0.00206878
G5100130,2012-2016,Virginia,Arlington County,226092,34.1,0.62884578,0.084018895,0.002848398,0.099804504,0.000827097,0.003746263,0.026095572,0.153813492,0.130473436,0.736645604,108706,119344,0.03104047
G5100150,2012-2016,Virginia,Augusta County,74330,44.5,0.91648056,0.039445715,0.002058388,0.005892641,0.000887932,0.00118391,0.009780708,0.024270147,0.01774519,0.23320298,56802,36661,0.00953525
G5100170,2012-2016,Virginia,Bath County,4558,47.2,0.916630101,0.021061869,0,0,0,0,0.032250987,0.030057043,0.032250987,0.154358529,44985,2243,0.00058339
G5100190,2012-2016,Virginia,Bedford County,76933,45.6,0.883846984,0.069320058,0.000844891,0.01247839,0.000272965,0,0.013583248,0.019653465,0.026334603,0.278035941,56725,42186,0.01097226
G5100210,2012-2016,Virginia,Bland County,6612,44.9,0.945402299,0.043254688,0,0.000453721,0.000604961,0,0.004385965,0.005898367,0.005444646,0.161747344,47800,3124,0.00081253
G5100230,2012-2016,Virginia,Botetourt County,33192,46.9,0.931971559,0.029585442,0.002470475,0.00720053,0,0.002018559,0.012231863,0.014521571,0.021450952,0.273362736,61470,18641,0.00484838
G5100250,2012-2016,Virginia,Brunswick County,16573,42.6,0.408616424,0.547336029,0.002534242,0.007059675,0,0.00066373,0.013938333,0.019851566,0.021661739,0.123868589,38858,7645,0.00198841
G5100270,2012-2016,Virginia,Buchanan County,23158,45.9,0.953579757,0.027938509,0.000906814,0.005009068,0,0,0.00984541,0.002720442,0.014854478,0.09937027,30335,9220,0.00239805
G5100290,2012-2016,Virginia,Buckingham County,17030,42.4,0.609512625,0.341632413,0.001350558,0.004403993,0.000645919,0,0.01879037,0.023664122,0.023840282,0.119024469,43514,7284,0.00189451
G5100310,2012-2016,Virginia,Campbell County,55061,42.8,0.804489566,0.139735929,0.001089701,0.008154592,0.000381395,0.002270209,0.024118705,0.019759903,0.034924901,0.203657693,47005,27218,0.0070792
G5100330,2012-2016,Virginia,Caroline County,29640,39.8,0.63525641,0.283873144,0.00465587,0.00802969,0,0.005735493,0.02108637,0.041363023,0.034851552,0.187872812,57294,14189,0.00369045
G5100350,2012-2016,Virginia,Carroll County,29733,46.7,0.952645209,0.006827431,0,0.002455184,0,0.000269061,0.008273635,0.029529479,0.010997881,0.128143111,37048,13587,0.00353388
G5100360,2012-2016,Virginia,Charles City County,7086,49.2,0.410245555,0.469517358,0.062658764,0.007902907,0,0.001834603,0.029918148,0.017922664,0.039655659,0.127362819,54167,3745,0.00097405
G5100370,2012-2016,Virginia,Charlotte County,12232,44.7,0.672825376,0.306572924,0.001716808,0.001308044,0,0,0.008093525,0.009483322,0.00940157,0.130419416,33837,5792,0.00150646
G5100410,2012-2016,Virginia,Chesterfield County,331839,38.6,0.633310129,0.222439195,0.001955768,0.034396198,0.000250121,0.002914064,0.025298413,0.079436112,0.062858796,0.376896658,73869,175288,0.04559108
G5100430,2012-2016,Virginia,Clarke County,14307,45.4,0.874886419,0.044873139,0.00405396,0.008317607,0,0,0.024393653,0.043475222,0.03271126,0.29987206,71986,8131,0.00211481
G5100450,2012-2016,Virginia,Craig County,5195,47,0.981135707,0.001539942,0,0.001732435,0,0,0.015399423,0.000192493,0.017131858,0.129521882,40500,2784,0.0007241
G5100470,2012-2016,Virginia,Culpeper County,48952,38.9,0.716742932,0.139422291,0.003309364,0.014647001,8.17E-05,0.000204282,0.032399085,0.093193332,0.04733208,0.223263506,66160,22087,0.00574466
G5100490,2012-2016,Virginia,Cumberland County,9769,44.4,0.628928242,0.334937046,0.00685843,0,0,0,0.027740813,0.001535469,0.027740813,0.151249452,37489,4875,0.00126795
G5100510,2012-2016,Virginia,Dickenson County,15304,43.4,0.979939885,0.00764506,0,6.53E-05,0,0,0.00490068,0.007449033,0.004966022,0.107126687,31226,6405,0.00166589
G5100530,2012-2016,Virginia,Dinwiddie County,28155,42.2,0.623157521,0.321363879,0.001349671,0.005114544,0.00046173,0.004581779,0.013390162,0.030580714,0.023548215,0.169288352,51579,13533,0.00351983
G5100570,2012-2016,Virginia,Essex County,11130,45,0.547619048,0.409254268,0.007906559,0.002066487,0,0.001707098,0.028930818,0.002515723,0.032704403,0.166519043,47527,5354,0.00139253
G5100590,2012-2016,Virginia,Fairfax County,1132887,37.6,0.523207522,0.091742601,0.001187232,0.184490598,0.000500491,0.003100044,0.03517297,0.160598542,0.223264103,0.602600991,114329,542858,0.14119326
G5100610,2012-2016,Virginia,Fauquier County,68025,41.6,0.812510107,0.075457552,0.002528482,0.013465638,2.94E-05,0.000764425,0.023461963,0.071782433,0.037721426,0.335433376,91221,37124,0.00965567
G5100630,2012-2016,Virginia,Floyd County,15587,45.8,0.937191249,0.022197986,0.004426766,0,0,0,0.009046,0.027138,0.009046,0.177166389,47288,7972,0.00207346
G5100650,2012-2016,Virginia,Fluvanna County,26046,42.6,0.787184213,0.138332182,0.000575904,0.00691085,0,0.001113415,0.032941719,0.032941719,0.040965983,0.310054054,66425,13492,0.00350917
G5100670,2012-2016,Virginia,Franklin County,56230,45.4,0.870745154,0.082180331,0.001511649,0.002205229,0,0.005210742,0.011257336,0.026889561,0.018673306,0.20649807,48720,26805,0.00697178
G5100690,2012-2016,Virginia,Frederick County,82321,40.3,0.849382296,0.040354223,0.002806088,0.014467754,0.000619526,0.001008248,0.016982301,0.074379563,0.033077829,0.288250347,68929,40133,0.01043829
G5100710,2012-2016,Virginia,Giles County,16871,43.6,0.951692253,0.024954063,0.001659653,0.003497125,0.000474186,0.000118547,0.002489479,0.015114694,0.006579337,0.158576052,47675,8196,0.00213172
G5100730,2012-2016,Virginia,Gloucester County,37021,44.3,0.851948894,0.079036223,0.001701737,0.005699468,0,0.000918398,0.029388725,0.031306556,0.036006591,0.225506917,62878,19524,0.00507804
G5100750,2012-2016,Virginia,Goochland County,21979,47.7,0.774694026,0.169525456,0.001182947,0.010373538,0,0.002047409,0.017607716,0.024568907,0.030028664,0.360712093,82326,13930,0.00362309
G5100770,2012-2016,Virginia,Grayson County,15180,48.2,0.934914361,0.022727273,0.000461133,0.001449275,0,0,0.011198946,0.029249012,0.012648221,0.106587454,31002,7258,0.00188775
G5100790,2012-2016,Virginia,Greene County,19085,40.4,0.844642389,0.060728321,0,0.014304428,0.001991092,0,0.02667016,0.05166361,0.04296568,0.244238229,61615,9503,0.00247166
G5100810,2012-2016,Virginia,Greensville County,11698,41.2,0.373653616,0.57497008,0.00145324,0.001624209,0,0,0.009745256,0.038553599,0.011369465,0.084988453,40559,4363,0.00113478
G5100830,2012-2016,Virginia,Halifax County,35305,45.7,0.598838691,0.365528962,0.002407591,0.006911202,0.000226597,0,0.006939527,0.01914743,0.014077326,0.158249425,37001,16946,0.00440753
G5100850,2012-2016,Virginia,Hanover County,102199,42.4,0.846926095,0.090088944,0.00145794,0.013620486,0.000215266,0.00117418,0.020000196,0.026516894,0.035010127,0.366770754,81170,62313,0.01620714
G5100870,2012-2016,Virginia,Henrico County,321921,38.1,0.549283831,0.292189699,0.00197564,0.076111841,0.000500123,0.00174577,0.025841744,0.052351353,0.104199478,0.408148343,63699,161966,0.04212613
G5100890,2012-2016,Virginia,Henry County,52209,46.2,0.704437932,0.221475225,0.000478845,0.005688674,0,0.002489992,0.013311881,0.052117451,0.021490548,0.115615933,34992,24029,0.00624976
G5100910,2012-2016,Virginia,Highland County,2230,59.8,0.995515695,0,0.001793722,0,0,0,0.002690583,0,0.002690583,0.224147266,44877,1391,0.00036179
G5100930,2012-2016,Virginia,Isle of Wight County,36027,44.4,0.708690704,0.223415772,0.001082521,0.008826713,0.00036084,0,0.031393122,0.026230327,0.040580676,0.273688729,66835,20481,0.00532695
G5100950,2012-2016,Virginia,James City County,71900,45.9,0.763616134,0.130069541,0.002698192,0.026884562,9.74E-05,0.001001391,0.022753825,0.052878999,0.050737135,0.477684073,80226,42737,0.01111557
G5100970,2012-2016,Virginia,King and Queen County,7140,45.8,0.66022409,0.264845938,0.006442577,0.001540616,0,0,0.035994398,0.030952381,0.037535014,0.192227882,48852,3615,0.00094023
G5100990,2012-2016,Virginia,King George County,25260,37,0.738044339,0.167220903,0.002454473,0.011955661,0.000514648,0.000316706,0.035075218,0.044418052,0.047862233,0.344597464,84342,11967,0.00311253
G5101010,2012-2016,Virginia,King William County,16156,40.9,0.762564991,0.185256252,0.013307749,0.008232236,0,0.002166378,0.020735331,0.007737064,0.031133944,0.18609407,64297,9088,0.00236372
G5101030,2012-2016,Virginia,Lancaster County,11055,56.4,0.686838535,0.282134781,0,0.003618272,0,0,0.010583446,0.016824966,0.014201719,0.297446515,50118,6599,0.00171635
G5101050,2012-2016,Virginia,Lee County,24911,43.2,0.929428766,0.041226767,0.003331861,0.001525431,0,0.000883144,0.005620007,0.017984023,0.008028582,0.116328189,31577,9353,0.00243264
G5101070,2012-2016,Virginia,Loudoun County,362435,35.5,0.585597418,0.070727165,0.001972768,0.165571758,0.000692538,0.006232842,0.036196835,0.133008677,0.208693973,0.588401189,125672,180265,0.04688556
G5101090,2012-2016,Virginia,Louisa County,34350,44,0.774526929,0.156826783,0.003580786,0.005618632,0,0.005851528,0.028093159,0.025502183,0.039563319,0.219253502,54662,17507,0.00455344
G5101110,2012-2016,Virginia,Lunenburg County,12450,45.2,0.598714859,0.313815261,0.001445783,0.02626506,0,0.001124498,0.016465863,0.042168675,0.043855422,0.117556581,39911,5577,0.00145054
G5101130,2012-2016,Virginia,Madison County,13122,44.6,0.852080476,0.071178174,0,0.008078037,0,0.000609663,0.045877153,0.022176497,0.054564853,0.256448839,48271,6934,0.00180348
G5101150,2012-2016,Virginia,Mathews County,8848,51.5,0.860081374,0.098214286,0.005311935,0.005311935,0.00045208,0,0.02056962,0.01005877,0.026333635,0.265820918,64049,5292,0.00137641
G5101170,2012-2016,Virginia,Mecklenburg County,31209,48.2,0.600756192,0.354545163,0.001505976,0.00140985,0.000192252,0.000672883,0.014707296,0.026210388,0.016982281,0.171313008,40040,15177,0.00394742
G5101190,2012-2016,Virginia,Middlesex County,10728,53.1,0.776379568,0.196681581,0.00233035,0,0.001211782,0.00233035,0.015193885,0.005872483,0.018736018,0.233719248,53093,5994,0.00155899
G5101210,2012-2016,Virginia,Montgomery County,97227,27.9,0.84213233,0.041284828,0.002129038,0.06204038,0.000370268,0.00420665,0.017639133,0.030197373,0.084256431,0.460130112,49712,42695,0.01110465
G5101250,2012-2016,Virginia,Nelson County,14831,48.7,0.81740948,0.130065404,0.002494774,0.003303891,0,0.000404558,0.009641966,0.036679927,0.013350415,0.300534365,50994,8247,0.00214498
G5101270,2012-2016,Virginia,New Kent County,20051,44,0.798663408,0.121240836,0.007680415,0.009775074,0,0.001047329,0.035459578,0.02613336,0.046281981,0.259583942,75303,12163,0.0031635
G5101310,2012-2016,Virginia,Northampton County,12118,48.4,0.541425978,0.355916818,0.001155306,0.008169665,0.000660175,0,0.010232712,0.082439346,0.019062552,0.21481146,37011,6134,0.00159541
G5101330,2012-2016,Virginia,Northumberland County,12272,55.5,0.69898957,0.289520861,0.004889179,0.000488918,0,0,0.002526076,0.003585398,0.003014993,0.27060411,54440,8176,0.00212652
G5101350,2012-2016,Virginia,Nottoway County,15641,41.9,0.55015664,0.388402276,0.00140656,0.005881977,0.001470494,0,0.014449204,0.03823285,0.021801675,0.152406903,36849,6717,0.00174704
G5101370,2012-2016,Virginia,Orange County,34873,42.1,0.793651249,0.122472973,0.002781522,0.00989304,0,0.001233046,0.027872566,0.042095604,0.038998652,0.259367872,66990,17157,0.00446241
G5101390,2012-2016,Virginia,Page County,23759,44.7,0.94545225,0.015741403,0.001262679,0.0055137,0,0.001978198,0.01165874,0.01839303,0.019150638,0.129004077,45030,10663,0.00277337
G5101410,2012-2016,Virginia,Patrick County,18180,48.4,0.899889989,0.057810781,0.00159516,0.00269527,0,0.003025303,0.007645765,0.027337734,0.013366337,0.136003521,35999,8489,0.00220792
G5101430,2012-2016,Virginia,Pittsylvania County,62392,46,0.742819592,0.210924478,0.000560969,0.004183229,0.000352609,0.000320554,0.016492499,0.02434607,0.021348891,0.146227352,43087,31687,0.00824155
G5101450,2012-2016,Virginia,Powhatan County,28286,44.3,0.839213745,0.119069504,0.002686842,0.002085838,0.00077777,0.000707064,0.015661458,0.01979778,0.019232129,0.284972062,77684,16794,0.00436799
G5101470,2012-2016,Virginia,Prince Edward County,23077,31.5,0.622264593,0.325605581,0.005503315,0.012869957,0,0,0.009316636,0.024439919,0.022186593,0.232032696,42283,9113,0.00237022
G5101490,2012-2016,Virginia,Prince George County,37664,37,0.559765293,0.3125,0.005416313,0.020789082,0.003743628,0.002575404,0.022302464,0.072907816,0.049410578,0.220618239,64805,16140,0.00419789
G5101530,2012-2016,Virginia,Prince William County,443630,34.4,0.455417803,0.199233596,0.002443478,0.078727769,0.001133828,0.002522372,0.041606744,0.218914411,0.123990713,0.394509933,98546,144854,0.03767543
G5101550,2012-2016,Virginia,Pulaski County,34417,45.6,0.910916117,0.052880844,0.00037772,0.003428538,0,0.001568992,0.015573699,0.01525409,0.020571229,0.182163857,49469,15112,0.00393052
G5101570,2012-2016,Virginia,Rappahannock County,7416,49.1,0.894417476,0.041936354,0.00188781,0.006472492,0,0,0.020631068,0.0346548,0.02710356,0.324208266,58026,4444,0.00115585
G5101590,2012-2016,Virginia,Richmond County,8868,43.5,0.613667118,0.260261615,0.002819125,0.022553,0,0,0.037437979,0.063261164,0.059990979,0.134301542,44919,3651,0.0009496
G5101610,2012-2016,Virginia,Roanoke County,93655,43.7,0.869136725,0.056889648,0.001067749,0.027547915,0,0.000416422,0.018066307,0.026875234,0.046030644,0.340917234,60380,50149,0.01304338
G5101630,2012-2016,Virginia,Rockbridge County,22450,48.5,0.931714922,0.025478842,0.000979955,0.006146993,0.001247216,0,0.018797327,0.015634744,0.026191537,0.251233871,52478,10685,0.00277909
G5101650,2012-2016,Virginia,Rockingham County,78427,41.6,0.899435144,0.018565035,0.00126232,0.00682163,0.000446275,0.000433524,0.011016614,0.062019458,0.018718044,0.245618973,55029,36536,0.00950274
G5101670,2012-2016,Virginia,Russell County,27973,44.1,0.968004862,0.009902406,0.000500483,0.001179709,0,0,0.009044436,0.011368105,0.010224145,0.131170941,38370,12195,0.00317183
G5101690,2012-2016,Virginia,Scott County,22378,45.7,0.969166145,0.006747699,0.001608723,0.002770578,0,0,0.007015819,0.012691036,0.009786397,0.12560562,38017,10055,0.00261523
G5101710,2012-2016,Virginia,Shenandoah County,42857,44.8,0.88897963,0.018246727,0.000373335,0.005576685,0,0,0.019833399,0.066990223,0.025410085,0.19430035,50450,20335,0.00528898
G5101730,2012-2016,Virginia,Smyth County,31513,44.3,0.943769238,0.020689874,0.000634659,0.002982896,0.000698125,0,0.011741186,0.019484022,0.015422207,0.147901898,38906,12825,0.00333569
G5101750,2012-2016,Virginia,Southampton County,18291,45.6,0.604122246,0.351703023,0.002350883,0.001312121,0,0.003280302,0.023508829,0.013722596,0.028101252,0.160888489,51032,8872,0.00230754
G5101770,2012-2016,Virginia,Spotsylvania County,129181,37.3,0.701449904,0.156679388,0.002779046,0.025019159,0.001230831,0.002384252,0.024252793,0.086204628,0.052887034,0.295961737,79742,62083,0.01614732
G5101790,2012-2016,Virginia,Stafford County,139548,35,0.647010348,0.165663428,0.002844899,0.031881503,0.000824089,0.00180583,0.038080087,0.111889816,0.07259151,0.373331968,97528,65350,0.01699704
G5101810,2012-2016,Virginia,Surry County,6731,48.2,0.519387907,0.461001337,0.001931362,0.003714158,0,0.001188531,0.009211113,0.003565592,0.014113802,0.228208232,56632,3976,0.00103413
G5101830,2012-2016,Virginia,Sussex County,11733,42.2,0.383107475,0.558254496,0.003238728,0.004346714,0.000426148,0.001193216,0.022500639,0.026932583,0.028466718,0.112619971,37917,5036,0.00130983
G5101850,2012-2016,Virginia,Tazewell County,43367,43.7,0.940738349,0.030276478,0.001222127,0.003528028,0.000392003,0,0.014965296,0.008877718,0.018885328,0.145610005,38238,18495,0.00481041
G5101870,2012-2016,Virginia,Warren County,38807,40.8,0.879557812,0.038395135,0.001623418,0.010874327,0.000103074,0,0.02960806,0.039838174,0.040585461,0.200466025,63734,17791,0.0046273
G5101910,2012-2016,Virginia,Washington County,54562,45.3,0.954840365,0.01268282,0.000421539,0.005626627,0.000219933,0.002345955,0.00971372,0.014149041,0.017906235,0.247769148,43835,25715,0.00668828
G5101930,2012-2016,Virginia,Westmoreland County,17528,46.5,0.636809676,0.268256504,0.004450023,0.003023733,0,0.000627567,0.025787312,0.061045185,0.029438613,0.211907711,51566,8291,0.00215643
G5101950,2012-2016,Virginia,Wise County,40074,40,0.919449019,0.051404901,0.000873384,0.004466737,0.000499077,0.0003244,0.010680242,0.012302241,0.015970455,0.144246585,36352,14991,0.00389905
G5101970,2012-2016,Virginia,Wythe County,29171,43.9,0.940523122,0.033834973,0.001234102,0.007336053,0,0.000445648,0.005622022,0.011004079,0.013403723,0.165904915,42888,13250,0.00344622
G5101990,2012-2016,Virginia,York County,66919,39.5,0.724936117,0.128857275,0.001897817,0.052003168,0.002480611,0.000881663,0.032113451,0.056829899,0.087478892,0.432245146,83410,34062,0.00885927
G5105100,2012-2016,Virginia,Alexandria city,151473,36.2,0.520363365,0.210684412,0.000640378,0.063278604,0.000138639,0.002739762,0.034738864,0.167415975,0.100895869,0.620888187,89200,74384,0.01934672
G5105200,2012-2016,Virginia,Bristol city,17340,42,0.880565167,0.066897347,0.002076125,0.000692042,0,0.012341407,0.017647059,0.019780854,0.030680508,0.234330426,35801,6966,0.0018118
G5105300,2012-2016,Virginia,Buena Vista city,6610,35.1,0.885173979,0.016641452,0,0.073373676,0,0,0.01225416,0.012556732,0.085627837,0.161540325,29109,2395,0.00062292
G5105400,2012-2016,Virginia,Charlottesville city,45538,30.3,0.659624929,0.186393781,0.003096315,0.0690632,0.001449339,0.000439194,0.029535772,0.05039747,0.100487505,0.500385559,50727,22211,0.00577691
G5105500,2012-2016,Virginia,Chesapeake city,233194,36.7,0.588964553,0.292657616,0.001903994,0.031921919,0.000939132,0.002324245,0.028568488,0.052720053,0.063753784,0.303752677,69978,111827,0.02908536
